"Krankenhauspatienten: Deutschland, Jahre,
Hauptdiagnose ICD-10 (1-3-Steller Hierarchie)";;;;;;;;;;;;;;;;;;;;;
Diagnosen der Krankenhauspatienten;;;;;;;;;;;;;;;;;;;;;
Deutschland;;;;;;;;;;;;;;;;;;;;;
Berechnungs- und Belegungstage der Patienten (Anzahl);;;;;;;;;;;;;;;;;;;;;
ICD-10 (1-3-Steller) Hauptdiagnose;;2014;;2015;;2016;;2017;;2018;;2019;;2020;;2021;;2022;;2023;
ICD10-A00-B99;Bestimmte infektiöse und parasitäre Krankheiten;4523734;e;4656417;e;4758031;e;4705904;e;4748193;e;4697378;e;3521386;e;3424628;e;3667491;e;3819297;e
ICD10-A00-A09;  Infektiöse Darmkrankheiten;1233395;e;1250467;e;1178437;e;1145924;e;1123463;e;1046216;e;707335;e;697795;e;803131;e;782034;e
ICD10-A00;    Cholera;6;e;22;e;31;e;13;e;13;e;-;;-;;121;e;32;e;44;e
ICD10-A01;    Typhus abdominalis und Paratyphus;1190;e;1083;e;1045;e;1238;e;870;e;1315;e;458;e;464;e;825;e;1181;e
ICD10-A02;    Sonstige Salmonelleninfektionen;31314;e;26310;e;24821;e;27202;e;24977;e;25153;e;18738;e;17101;e;17736;e;20249;e
ICD10-A03;    Shigellose (Bakterielle Ruhr);389;e;648;e;405;e;423;e;540;e;554;e;257;e;307;e;373;e;764;e
ICD10-A04;    Sonstige bakterielle Darminfektionen;421529;e;425734;e;387553;e;355884;e;337521;e;277593;e;229989;e;219433;e;199714;e;199869;e
ICD10-A05;    Sonstige bakteriell bed. Lebensmittelvergiftungen;2905;e;2816;e;2660;e;2408;e;2868;e;2590;e;2132;e;2587;e;2165;e;2377;e
ICD10-A06;    Amöbiasis;1062;e;951;e;817;e;775;e;866;e;732;e;614;e;339;e;536;e;772;e
ICD10-A07;    Sonstige Darmkrankheiten durch Protozoen;3660;e;2722;e;2729;e;2441;e;2765;e;2669;e;1708;e;1694;e;2111;e;2316;e
ICD10-A08;    Virusbed. u.sonst. näher bezeichn. Darminfektionen;193481;e;208826;e;172491;e;179190;e;160869;e;175164;e;64137;e;77381;e;155374;e;130688;e
ICD10-A09;    Sonst. Gastroenteritis u.Kolitis infekt. Ursprungs;577859;e;581355;e;585885;e;576350;e;592174;e;560446;e;389302;e;378368;e;424265;e;423774;e
ICD10-A15-A19;  Tuberkulose;161219;e;198687;e;211777;e;190371;e;196849;e;168882;e;147015;e;125716;e;125902;e;137880;e
ICD10-A15;    Tuberkulose der Atmungsorgane, gesichert;115553;e;141169;e;147929;e;134010;e;140418;e;120509;e;104657;e;86212;e;94485;e;100654;e
ICD10-A16;    Tuberkulose der Atmungsorgane, nicht gesichert;19643;e;29502;e;31236;e;23221;e;24448;e;17642;e;12997;e;12313;e;10862;e;13032;e
ICD10-A17;    Tuberkulose des Nervensystems;4000;e;4586;e;4770;e;3823;e;3057;e;3125;e;2908;e;3066;e;3156;e;3571;e
ICD10-A18;    Tuberkulose sonstiger Organe;16802;e;18347;e;21702;e;22862;e;20790;e;20923;e;17809;e;16392;e;12382;e;13625;e
ICD10-A19;    Miliartuberkulose;5221;e;5083;e;6140;e;6455;e;8136;e;6683;e;8644;e;7733;e;5017;e;6998;e
ICD10-A20-A28;  Bestimmte bakterielle Zoonosen;6412;e;6555;e;6240;e;7178;e;6469;e;6661;e;5777;e;5379;e;4973;e;5919;e
ICD10-A20;    Pest;-;;8;e;-;;-;;-;;19;e;3;e;-;;40;e;-;
ICD10-A21;    Tularämie;148;e;273;e;182;e;382;e;237;e;304;e;499;e;690;e;230;e;391;e
ICD10-A22;    Anthrax (Milzbrand);2;e;-;;-;;7;e;-;;-;;-;;5;e;11;e;-;
ICD10-A23;    Brucellose;803;e;736;e;916;e;598;e;704;e;717;e;394;e;327;e;421;e;456;e
ICD10-A24;    Rotz (Malleus) und Melioidose (Pseudorotz);174;e;120;e;275;e;253;e;217;e;54;e;72;e;12;e;25;e;72;e
ICD10-A25;    Rattenbisskrankheiten;33;e;44;e;26;e;102;e;24;e;39;e;11;e;27;e;23;e;38;e
